IDFANGRAPHS,ID,Player,Position,Status,Age,ADP,exit_velo_batting,brl_batting,xAVG_batting,xSLG_batting,xwOBA_batting,xOBP_batting,xISO_batting,xwoba_percentile_batting,xba_percentile_batting,xslg_percentile_batting,xiso_percentile_batting,xobp_percentile_batting,brl_percentile_batting,brl_percent_percentile_batting,exit_velocity_percentile_batting,hard_hit_percent_percentile_batting,k_percent_percentile_batting,bb_percent_percentile_batting,whiff_percent_percentile_batting,sprint_speed_percentile_batting,exit_velo_pitching,brl_pitching,xAVG_pitching,xSLG_pitching,xwOBA_pitching,xERA_pitching,xwoba_percentile_pitching,xba_percentile_pitching,xslg_percentile_pitching,xiso_percentile_pitching,xobp_percentile_pitching,brl_percent_percentile_pitching,exit_velocity_percentile_pitching,hard_hit_percent_percentile_pitching,k_percent_percentile_pitching,bb_percent_percentile_pitching,whiff_percent_percentile_pitching,xera_percentile_pitching,fb_velocity_percentile_pitching,fb_spin_percentile_pitching,curve_spin_percentile_pitching
6397,*01h4f*,Jake Odorizzi,SP,Pinstrip,31,422.27,,,,,,,,,,,,,,,,,,,,,,,0.254,0.448,0.33,4.7,28.0,28.0,24.0,21.0,44.0,22.0,29.0,43.0,28.0,58.0,19.0,28.0,22.0,21.0,8.0
17273,*03b6k*,Jorge Mateo,OF,FA,26,423.57,,,0.243,0.361,0.287,0.289,0.118,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,
sa3007017,*04ai4*,Nolan Gorman,3B,CALIXTO,21,424.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12880,*026mq*,Tyler Anderson,SP,Hit,32,426.03,,,,,,,,,,,,,,,,,,,,,,,0.259,0.427,0.315,4.24,44.0,23.0,33.0,42.0,67.0,38.0,84.0,88.0,19.0,89.0,26.0,44.0,4.0,76.0,48.0
11200,*0240y*,Kole Calhoun,OF,W (Wed),34,427.17,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
16561,*03dbe*,Austin Gomber,SP,FA,28,430,,,,,,,,,,,,,,,,,,,,7.0,,,0.239,0.411,0.31,4.09,49.0,49.0,44.0,37.0,59.0,21.0,68.0,85.0,48.0,47.0,47.0,49.0,25.0,8.0,60.0
24618,*04pmu*,Ryan Jeffers,C,FA,24,430,,,0.207,0.415,0.299,0.277,0.209,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,
19958,*041m8*,Carter Kieboom,3B,FA,24,430.85,,,0.231,0.343,0.298,0.323,0.111,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,
19911,*03nqc*,Jose Suarez,"SP,RP",FA,24,432.35,,,,,,,,,,,,,,,,,,,,,,,0.25,0.383,0.312,4.15,49.0,34.0,58.0,75.0,37.0,72.0,80.0,77.0,28.0,43.0,47.0,49.0,38.0,32.0,86.0
17578,*03qm8*,JT Brubaker,SP,Hit,28,432.95,,,,,,,,,,,,,,,,,,,,25.0,,,0.252,0.439,0.329,4.67,30.0,31.0,27.0,26.0,43.0,33.0,48.0,50.0,54.0,71.0,61.0,30.0,47.0,45.0,88.0
20003,*04e82*,Keston Hiura,1B,W (Mon),25,433.38,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,
18900,*03pzo*,Leody Taveras,OF,FA,23,435.25,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,
21537,*04pma*,Daniel Lynch,SP,FA,25,436.28,,,,,,,,,,,,,,,,,,,,,,,0.287,0.491,0.377,6.4,3.0,5.0,7.0,13.0,4.0,12.0,11.0,12.0,12.0,27.0,47.0,3.0,57.0,20.0,1.0
16256,*03ca3*,Kyle Freeland,SP,FA,28,436.79,,,,,,,,,,,,,,,,,,,,15.0,,,0.247,0.415,0.315,4.24,46.0,39.0,39.0,42.0,58.0,43.0,57.0,75.0,27.0,63.0,16.0,46.0,23.0,81.0,47.0
16221,*03c8v*,Bradley Zimmer,OF,FA,29,437.8,,,0.224,0.371,0.316,0.326,0.147,35.0,12.0,20.0,32.0,50.0,21.0,60.0,75.0,61.0,1.0,45.0,3.0,97.0,,,,,,,,,,,,,,,,,,,,,
15279,*03128*,Garrett Cooper,OF,FA,31,437.81,,,0.269,0.458,0.362,0.368,0.19,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,
2136,*03d1m*,David Peralta,OF,FA,34,438.64,89.3,3.7,0.242,0.344,0.292,0.312,0.102,14.0,32.0,10.0,10.0,32.0,30.0,19.0,48.0,55.0,74.0,45.0,73.0,63.0,89.3,3.7,,,,,,,,,,,,,,,,,,,
15983,*02yoh*,Clint Frazier,OF,W (Fri),27,438.88,,,0.207,0.354,0.313,0.334,0.147,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,
20308,*04emt*,Jake Meyers,OF,W (Tue),25,439.75,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,
17022,*02zpf*,Edmundo Sosa,"2B,SS",FA,25,442.87,86.7,2.8,0.265,0.392,0.325,0.341,0.127,,,,,,,,,,,,,98.0,86.7,2.8,,,,,,,,,,,,,,,,,,,
14078,*02iug*,Michael Wacha,SP,METS,30,443.02,,,,,,,,,,,,,,,,,,,,,,,0.282,0.497,0.354,5.51,11.0,8.0,6.0,8.0,29.0,11.0,24.0,18.0,46.0,84.0,26.0,11.0,29.0,17.0,17.0
20167,*041q4*,Kyle Muller,SP,Pinstrip,24,444.2,,,,,,,,,,,,,,,,,,,,,,,0.216,0.352,0.305,3.95,,,,,,,,,,,,,51.0,89.0,44.0
15514,*031c2*,Kendall Graveman,RP,CALIXTO,31,444.37,,,,,,,,,,,,,,,,,,,,,,,0.228,0.33,0.296,3.71,69.0,64.0,87.0,93.0,34.0,86.0,79.0,75.0,77.0,39.0,45.0,69.0,91.0,43.0,40.0
19618,*03vcw*,Jordan Hicks,RP,FA,25,444.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15256,*031hc*,Cole Sulser,RP,Hit,31,446.45,,,,,,,,,,,,,,,,,,,,,,,0.208,0.342,0.275,3.17,85.0,84.0,81.0,74.0,85.0,45.0,66.0,38.0,80.0,41.0,79.0,85.0,49.0,62.0,42.0
3269,*00068*,Robinson Cano,2B,FA,39,447.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11804,*03h90*,Hector Neris,RP,Scavenge,32,448.73,,,,,,,,,,,,,,,,,,,,,,,0.185,0.317,0.267,2.99,90.0,95.0,90.0,75.0,83.0,72.0,88.0,71.0,91.0,23.0,93.0,90.0,69.0,67.0,
1744,*0007c*,Miguel Cabrera,1B,FA,38,451,91.4,5.7,0.231,0.415,0.312,0.298,0.184,31.0,17.0,42.0,55.0,14.0,49.0,49.0,85.0,88.0,43.0,32.0,42.0,8.0,91.4,5.7,,,,,,,,,,,,,,,,,,,
21614,*04ppo*,Kyle Isbel,OF,FA,24,451.56,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,
20000,*0473n*,Tyler A. Wells,RP,FA,27,452.97,,,,,,,,,,,,,,,,,,,,,,,0.222,0.419,0.293,3.63,71.0,69.0,35.0,18.0,92.0,8.0,22.0,29.0,84.0,89.0,67.0,71.0,78.0,88.0,76.0
15541,*0374m*,Tyler Rogers,RP,99 prob,31,453.53,,,,,,,,,,,,,,,,,,,,,,,0.233,0.302,0.261,2.85,92.0,56.0,94.0,99.0,87.0,100.0,97.0,92.0,9.0,98.0,1.0,92.0,0.0,1.0,
10815,*01spl*,Jurickson Profar,"1B,OF",FA,28,453.7,85.3,1.9,0.238,0.323,0.302,0.339,0.085,21.0,26.0,5.0,4.0,62.0,4.0,7.0,3.0,7.0,82.0,86.0,87.0,34.0,85.3,1.9,,,,,,,,,,,,,,,,,,,
16502,*0314j*,Ryan Yarbrough,"SP,RP",Hit,30,454,,,,,,,,,,,,,,,,,,,,,,,0.272,0.438,0.322,4.45,35.0,15.0,27.0,43.0,51.0,50.0,99.0,98.0,14.0,97.0,16.0,35.0,0.0,10.0,25.0
12371,*02bvq*,Tommy La Stella,2B,FA,32,456.46,,,0.28,0.46,0.342,0.336,0.18,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,
sa3006658,*0414k*,Seth Beer,UT,SLG,25,457.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19871,*04225*,Tucker Davidson,SP,METS,25,457.94,,,,,,,,,,,,,,,,,,,,,,,0.277,0.527,0.369,6.08,,,,,,,,,,,,,45.0,8.0,54.0
23252,*04eeu*,Spencer Howard,SP,FA,25,461.29,,,,,,,,,,,,,,,,,,,,,,,0.248,0.398,0.329,4.67,30.0,38.0,48.0,57.0,13.0,53.0,64.0,74.0,44.0,13.0,43.0,30.0,47.0,28.0,3.0
6661,*01sk9*,Alex Colome,RP,CALIXTO,33,461.54,,,,,,,,,,,,,,,,,,,,,,,0.254,0.446,0.333,4.79,25.0,28.0,24.0,23.0,36.0,33.0,12.0,27.0,25.0,56.0,56.0,25.0,16.0,26.0,
18171,*03qvr*,Seth Brown,OF,FA,29,463.07,,,0.225,0.462,0.318,0.286,0.237,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,
9929,*02hh7*,Darin Ruf,"1B,OF",SLG,35,463.81,,,0.26,0.512,0.379,0.376,0.251,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,
12282,*026ly*,Rougned Odor,"2B,3B",W (Fri),27,466.13,89.1,5.5,0.2,0.37,0.288,0.284,0.17,9.0,1.0,19.0,47.0,5.0,30.0,56.0,45.0,32.0,13.0,30.0,24.0,42.0,89.1,5.5,,,,,,,,,,,,,,,,,,,
19716,*041r5*,Dustin May,SP,FA,24,466.35,,,,,,,,,,,,,,,,,,,,,,,0.206,0.359,0.276,3.2,,,,,,,,,,,,,93.0,82.0,99.0
18365,*031ui*,Lewin Diaz,1B,FA,25,466.62,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,
sa917947,*041ps*,Nick Lodolo,SP,99 prob,23,468.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19278,*03mmw*,Vladimir Gutierrez,SP,FA,26,469.64,,,,,,,,,,,,,,,,,,,,10.0,,,0.251,0.42,0.326,4.57,31.0,33.0,35.0,40.0,33.0,40.0,48.0,50.0,12.0,35.0,27.0,31.0,49.0,32.0,67.0
sa3010152,*04qk8*,CJ Abrams,SS,miche,21,471.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16400,*03i81*,Reynaldo Lopez,"SP,RP",FA,28,472.59,,,,,,,,,,,,,,,,,,,,,,,0.236,0.412,0.298,3.76,67.0,53.0,43.0,34.0,85.0,28.0,36.0,53.0,59.0,84.0,39.0,67.0,85.0,46.0,58.0
16094,*03de5*,Zach Thompson,"SP,RP",FA,28,473.36,,,,,,,,,,,,,,,,,,,,9.0,,,0.227,0.365,0.296,3.71,69.0,66.0,69.0,69.0,65.0,62.0,76.0,82.0,30.0,41.0,53.0,69.0,10.0,92.0,24.0
14542,*03mnq*,Carlos Estevez,RP,La Maqui,29,473.93,,,,,,,,,,,,,,,,,,,,,,,0.258,0.419,0.319,4.36,36.0,24.0,36.0,47.0,40.0,53.0,13.0,41.0,38.0,57.0,37.0,36.0,95.0,31.0,
16930,*031b2*,Jonah Heim,C,FA,26,475.13,87.1,4.6,0.23,0.371,0.284,0.274,0.141,,,,,,,,,,,,,28.0,87.1,4.6,,,,,,,,,,,,,,,,,,,
17338,*03btu*,Willi Castro,"2B,SS",FA,24,475.15,85.6,3.6,0.244,0.364,0.29,0.295,0.12,11.0,34.0,15.0,16.0,11.0,18.0,23.0,5.0,7.0,29.0,6.0,21.0,89.0,85.6,3.6,,,,,,,,,,,,,,,,,,,
19698,*04c8q*,Edward Olivares,OF,W (Mon),25,478.55,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,
3542,*01sil*,Danny Duffy,SP,METS,33,480.16,,,,,,,,,,,,,,,,,,,,,,,0.246,0.415,0.315,4.24,45.0,40.0,39.0,40.0,51.0,66.0,33.0,33.0,64.0,43.0,72.0,45.0,57.0,55.0,54.0
5222,*0001p*,Justin Upton,OF,FA,34,480.67,90.1,6.9,0.224,0.426,0.32,0.309,0.202,39.0,12.0,50.0,67.0,28.0,40.0,79.0,67.0,52.0,7.0,73.0,13.0,61.0,90.1,6.9,,,,,,,,,,,,,,,,,,,
9111,*0241r*,Brad Hand,RP,METS,31,481,,,,,,,,,,,,,,,,,,,,,,,0.25,0.432,0.329,4.67,28.0,34.0,30.0,29.0,24.0,37.0,64.0,61.0,37.0,34.0,13.0,28.0,45.0,75.0,
16153,*03dg7*,Austin Slater,OF,FA,29,482,,,0.256,0.439,0.335,0.334,0.183,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,
18819,*03mm4*,Andy Ibanez,2B,FA,28,483.04,88.8,5.9,0.263,0.413,0.318,0.311,0.15,,,,,,,,,,,,,74.0,88.8,5.9,,,,,,,,,,,,,,,,,,,
17452,*039vx*,Jose Siri,OF,99 prob,26,483.22,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,
17594,*03d7h*,Mitch Keller,SP,FA,25,483.62,,,,,,,,,,,,,,,,,,,,17.0,,,0.289,0.452,0.36,5.73,7.0,4.0,22.0,45.0,2.0,63.0,3.0,2.0,22.0,22.0,10.0,7.0,60.0,75.0,72.0
21366,*04egl*,Glenn Otto,SP,W (Mon),25,484.18,,,,,,,,,,,,,,,,,,,,,,,0.28,0.453,0.346,5.23,,,,,,,,,,,,,38.0,37.0,41.0
25379,*0421l*,Sam Long,SP,W (Mon),26,484.63,,,,,,,,,,,,,,,,,,,,,,,0.237,0.4,0.315,4.24,,,,,,,,,,,,,38.0,21.0,51.0
13761,*02mw1*,Chris Stratton,RP,Pinstrip,31,484.71,,,,,,,,,,,,,,,,,,,,,,,0.226,0.374,0.297,3.73,68.0,68.0,63.0,60.0,64.0,62.0,46.0,64.0,62.0,29.0,67.0,68.0,45.0,99.0,98.0
5913,*021oi*,Leury Garcia,"2B,OF",CALIXTO,30,486.42,86.1,2.3,0.239,0.335,0.29,0.311,0.096,11.0,27.0,7.0,6.0,31.0,11.0,10.0,6.0,14.0,55.0,45.0,52.0,84.0,86.1,2.3,,,,,,,,,,,,,,,,,,,
27463,*05ajh*,Garrett Crochet,RP,FA,22,486.69,,,,,,,,,,,,,,,,,,,,,,,0.216,0.315,0.281,3.32,82.0,78.0,92.0,95.0,51.0,94.0,51.0,47.0,80.0,14.0,70.0,82.0,92.0,70.0,
9073,*030vs*,Kirby Yates,RP,W (Thu),34,488.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7593,*01gjf*,Jordan Lyles,SP,Hit,31,488.83,,,,,,,,,,,,,,,,,,,,,,,0.275,0.482,0.352,5.44,12.0,13.0,9.0,11.0,25.0,28.0,24.0,26.0,18.0,65.0,29.0,12.0,35.0,59.0,72.0
21454,*04pt2*,Lars Nootbaar,OF,FA,24,489.9,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,
14523,*03ap0*,Pedro Severino,C,W (Wed),28,490.41,88.2,5.0,0.249,0.401,0.311,0.312,0.151,29.0,42.0,35.0,35.0,32.0,34.0,42.0,29.0,35.0,20.0,39.0,19.0,28.0,88.2,5.0,,,,,,,,,,,,,,,,,,,
21534,*04my4*,Cal Raleigh,C,FA,25,490.95,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,
19260,*041qd*,Jake Fraley,OF,FA,26,491.16,,,0.229,0.361,0.335,0.371,0.132,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,
20203,*04eiw*,Eli Morgan,SP,FA,25,491.66,,,,,,,,,,,,,,,,,,,,,,,0.263,0.506,0.347,5.26,14.0,19.0,4.0,2.0,50.0,4.0,33.0,21.0,33.0,85.0,24.0,14.0,14.0,45.0,31.0
16909,*026l2*,Colin Moran,1B,La Maqui,29,493,89.1,5.3,0.244,0.39,0.314,0.322,0.146,32.0,34.0,29.0,32.0,46.0,26.0,46.0,45.0,29.0,29.0,66.0,35.0,8.0,89.1,5.3,,,,,,,,,,,,,,,,,,,
7531,*02hy2*,Collin McHugh,"SP,RP",99 prob,34,493.88,,,,,,,,,,,,,,,,,,,,,,,0.201,0.284,0.232,2.26,98.0,88.0,96.0,98.0,98.0,98.0,87.0,96.0,87.0,95.0,83.0,98.0,4.0,90.0,86.0
12147,*02br3*,Nick Ahmed,SS,FA,31,495.31,87.2,1.7,0.208,0.29,0.249,0.268,0.083,0.0,3.0,0.0,4.0,0.0,4.0,6.0,16.0,5.0,45.0,28.0,36.0,70.0,87.2,1.7,,,,,,,,,,,,,,,,,,,
23293,*04prq*,Codi Heuer,RP,Pinstrip,25,497.31,,,,,,,,,,,,,,,,,,,,,,,0.254,0.387,0.305,3.95,56.0,28.0,54.0,74.0,41.0,93.0,80.0,66.0,24.0,51.0,65.0,56.0,86.0,78.0,
16337,*03c7z*,Nick Gordon,OF,FA,26,497.82,,,0.266,0.418,0.318,0.316,0.152,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,
19459,*04ata*,Jorge Alcala,RP,FA,26,498.29,,,,,,,,,,,,,,,,,,,,,,,0.225,0.402,0.292,3.6,72.0,69.0,46.0,34.0,87.0,25.0,84.0,61.0,70.0,86.0,72.0,72.0,96.0,68.0,
15734,*0312l*,Brad Keller,SP,FA,26,500.37,,,,,,,,,,,,,,,,,,,,,,,0.292,0.505,0.38,6.52,1.0,3.0,4.0,9.0,1.0,9.0,22.0,9.0,22.0,22.0,20.0,1.0,62.0,52.0,
sa3005068,*04cd5*,MacKenzie Gore,SP,Canha Ge,22,501.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13499,*02t8m*,Tom Murphy,C,FA,30,502.37,,,0.193,0.347,0.292,0.299,0.154,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,
13273,*02bwr*,Ross Stripling,SP,FA,32,504.4,,,,,,,,,,,,,,,,,,,,,,,0.253,0.463,0.335,4.86,22.0,30.0,15.0,10.0,51.0,13.0,22.0,35.0,36.0,70.0,35.0,22.0,28.0,35.0,61.0
8709,*01bv1*,Elvis Andrus,SS,FA,33,508.27,87.8,1.7,0.272,0.373,0.307,0.323,0.101,25.0,79.0,22.0,9.0,47.0,6.0,4.0,23.0,21.0,87.0,12.0,82.0,43.0,87.8,1.7,,,,,,,,,,,,,,,,,,,
9434,*01z83*,Dallas Keuchel,SP,FA,34,509.06,,,,,,,,,,,,,,,,,,,,,,,0.302,0.493,0.372,6.2,4.0,1.0,6.0,23.0,4.0,29.0,60.0,38.0,2.0,51.0,15.0,4.0,2.0,16.0,
20367,*03zbj*,Brusdar Graterol,RP,FA,23,509.42,,,,,,,,,,,,,,,,,,,,,,,0.263,0.358,0.304,3.92,,,,,,,,,,,,,100.0,19.0,
13435,*02hdy*,Pierce Johnson,RP,La Maqui,30,509.9,,,,,,,,,,,,,,,,,,,,,,,0.205,0.334,0.284,3.39,79.0,86.0,84.0,77.0,69.0,58.0,41.0,75.0,91.0,17.0,77.0,79.0,81.0,47.0,93.0
10058,*01iz0*,Tyler Matzek,RP,FA,31,511.5,,,,,,,,,,,,,,,,,,,,,,,0.192,0.284,0.27,3.06,88.0,92.0,96.0,96.0,50.0,97.0,29.0,58.0,84.0,4.0,76.0,88.0,87.0,89.0,95.0
12972,*02bq6*,Joe Ross,SP,FA,28,514.44,,,,,,,,,,,,,,,,,,,,62.0,,,0.247,0.415,0.316,4.27,44.0,39.0,39.0,40.0,46.0,40.0,76.0,62.0,51.0,63.0,41.0,44.0,53.0,19.0,
19343,*03yso*,A.J. Puk,RP,La Maqui,26,521.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18839,*03pjd*,Josh Naylor,OF,FA,24,521.74,,,0.254,0.417,0.311,0.302,0.163,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,
20373,*0403o*,Andres Munoz,RP,FA,22,522.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18325,*02nc0*,Taylor Hearn,"SP,RP",METS,27,522.33,,,,,,,,,,,,,,,,,,,,,,,0.256,0.433,0.334,4.83,24.0,26.0,29.0,34.0,27.0,48.0,56.0,53.0,30.0,33.0,25.0,24.0,73.0,49.0,
12037,*02c4r*,Jon Berti,"2B,3B",FA,31,523.54,,,0.233,0.325,0.302,0.334,0.092,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,
21549,*04mlg*,Jackson Kowar,SP,CALIXTO,25,525.4,,,,,,,,,,,,,,,,,,,,,,,0.3,0.521,0.397,7.26,,,,,,,,,,,,,83.0,38.0,7.0
20036,*04071*,Isaac Paredes,2B,FA,22,525.63,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,
18498,*02z93*,Kenta Maeda,SP,FA,33,526.55,,,,,,,,,,,,,,,,,,,,,,,0.232,0.382,0.296,3.71,67.0,58.0,58.0,58.0,69.0,72.0,74.0,67.0,60.0,69.0,73.0,67.0,14.0,53.0,73.0
23796,*04mnw*,Ryan Weathers,"SP,RP",W (Mon),22,527.18,,,,,,,,,,,,,,,,,,,,2.0,,,0.278,0.478,0.349,5.33,12.0,10.0,10.0,15.0,21.0,40.0,17.0,17.0,15.0,62.0,4.0,12.0,62.0,15.0,
17425,*03d6n*,Erick Fedde,SP,Pinstrip,28,527.54,,,,,,,,,,,,,,,,,,,,15.0,,,0.263,0.457,0.336,4.89,22.0,19.0,19.0,21.0,31.0,22.0,25.0,33.0,35.0,52.0,19.0,22.0,33.0,3.0,25.0
19334,*03ywd*,Yadiel Hernandez,OF,FA,34,531.59,89.6,4.2,0.24,0.402,0.305,0.3,0.163,,,,,,,,,,,,,21.0,89.6,4.2,,,,,,,,,,,,,,,,,,,
14843,*02hir*,Michael Lorenzen,RP,Canha Ge,30,532.56,,,,,,,,,,,,,,,,,,,,,,,0.247,0.341,0.308,4.04,,,,,,,,,,,,,69.0,89.0,50.0
19997,*041vp*,Santiago Espinal,3B,FA,27,533,,,0.267,0.346,0.307,0.336,0.079,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,
5452,*025jm*,Ji-Man Choi,1B,FA,30,534.07,,,0.237,0.424,0.342,0.354,0.187,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,
11828,*025l2*,James Paxton,SP,W (Tue),33,534.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22209,*041tq*,Sam Huff,C,W (Mon),23,535.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17312,*03deg*,Justin Steele,"SP,RP",FA,26,536.21,,,,,,,,,,,,,,,,,,,,,,,0.227,0.369,0.308,4.04,53.0,66.0,65.0,66.0,32.0,82.0,71.0,78.0,52.0,19.0,63.0,53.0,47.0,93.0,71.0
19867,*04eek*,Griffin Canning,SP,W (Mon),25,536.47,,,,,,,,,,,,,,,,,,,,,,,0.249,0.43,0.329,4.67,28.0,36.0,31.0,31.0,31.0,25.0,32.0,42.0,41.0,25.0,79.0,28.0,53.0,56.0,31.0
16375,*02k19*,Oscar Mercado,OF,FA,27,536.71,,,0.216,0.326,0.278,0.292,0.11,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,
15730,*031b4*,Tyler Wade,"3B,SS,OF",W (Thu),27,538.38,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,
22217,*04eep*,Luis Campusano,C,W (Mon),23,539.15,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,
12775,*02brl*,Brad Miller,"1B,OF",SLG,32,540.65,92.4,7.2,0.247,0.46,0.345,0.339,0.213,68.0,40.0,71.0,74.0,62.0,44.0,80.0,91.0,84.0,7.0,86.0,13.0,62.0,92.4,7.2,,,,,,,,,,,,,,,,,,,
18316,*03qlr*,Edwin Rios,1B,FA,27,540.87,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,
sa917941,*041q6*,Nolan Jones,3B,W (Mon),23,541.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11038,*0381o*,Kevin Kiermaier,OF,FA,31,543.23,86.6,2.6,0.232,0.319,0.282,0.307,0.088,6.0,19.0,4.0,5.0,24.0,8.0,13.0,10.0,27.0,23.0,43.0,13.0,95.0,86.6,2.6,,,,,,,,,,,,,,,,,,,
14374,*02btx*,Tyler Glasnow,SP,Pinstrip,28,543.92,,,,,,,,,,,,,,,,,,,,,,,0.188,0.336,0.257,2.76,93.0,94.0,84.0,60.0,97.0,30.0,3.0,4.0,97.0,56.0,98.0,93.0,94.0,88.0,97.0
6398,*01s9a*,Trevor May,RP,99 prob,32,544.62,,,,,,,,,,,,,,,,,,,,,,,0.192,0.349,0.264,2.92,91.0,92.0,78.0,51.0,93.0,53.0,54.0,84.0,90.0,39.0,87.0,91.0,90.0,79.0,
16434,*0310e*,Christian Arroyo,2B,FA,26,546.03,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,
sa3004259,*04aeb*,Royce Lewis,SS,Scavenge,22,546.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14387,*02i3m*,Harold Ramirez,OF,W (Thu),27,546.87,91.3,5.0,0.269,0.402,0.308,0.306,0.134,26.0,74.0,35.0,26.0,22.0,23.0,29.0,85.0,81.0,85.0,0.0,56.0,88.0,91.3,5.0,,,,,,,,,,,,,,,,,,,
6887,*021t6*,Martin Maldonado,C,FA,35,549.41,88.0,3.3,0.183,0.312,0.267,0.282,0.129,2.0,0.0,2.0,22.0,4.0,14.0,25.0,26.0,16.0,6.0,77.0,24.0,7.0,88.0,3.3,,,,,,,,,,,,,,,,,,,
6310,*013ub*,Alcides Escobar,SS,FA,35,553.48,81.7,2.3,0.272,0.364,0.31,0.326,0.092,28.0,79.0,15.0,6.0,50.0,4.0,9.0,0.0,1.0,82.0,4.0,71.0,59.0,81.7,2.3,,,,,,,,,,,,,,,,,,,
14329,*02my8*,Anthony Alford,OF,FA,27,554.17,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,
20078,*04bpk*,Evan White,1B,FA,25,558.13,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,
12325,*02bqo*,Jace Peterson,"1B,2B,OF",SLG,31,563.44,,,0.238,0.371,0.321,0.342,0.133,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,
19948,*03xlc*,Cristian Pache,OF,W (Thu),23,563.59,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,
16929,*02yog*,Touki Toussaint,SP,W (Thu),25,563.88,,,,,,,,,,,,,,,,,,,,,,,0.271,0.472,0.355,5.55,6.0,15.0,13.0,15.0,5.0,22.0,2.0,1.0,38.0,24.0,41.0,6.0,41.0,36.0,34.0
13834,*02nbq*,Alec Mills,"SP,RP",FA,30,564.33,,,,,,,,,,,,,,,,,,,,,,,0.28,0.429,0.333,4.79,24.0,10.0,31.0,60.0,21.0,90.0,60.0,43.0,9.0,76.0,3.0,24.0,7.0,31.0,29.0
